Address
Achenbachstr. 8
Ackerstr. 124/126
Ackerstr. 163
Ackerstr. 32
Ackerstr. 39
Ackerstr. 5/7
Ackerstr. 54/55
Ackerstr. 68a
Ackerstr. 91
Adalbertstr.  52
Adalbertstr. 16
Adalbertstr. 4
Adalbertstr. 41
Adalbertstr. 63
Adalbertstr. 64
Adalbertstr. 65
Adalbertstr. 7
Adlergestell 265
"Adlerstr. 7,  Erkener"
Admiralstr.  38
Admiralstr. 10
Admiralstr. 15
Admiralstr. 18e
Admiralstr. 31/32
Admiralstr. 4
Admiralstr. 8
Adolfstr. 12
Agricolastr. 21
Agricolastr. 21
Ahlbecker Str.  14
Ahornallee 13
Ahornstr. 22
Akazienstr . 29
Akazienstr.  20
Akazienstr.  7
Akazienstr. 20
Akazienstr. 28
Akazienstr. 28
Akazienstr. 29
Albert-Archilles-Str. 58
Albertstr. 15
Albertstr. 6
Albertstr. 9
Albrecht-Archilles-Str. 58
Albrechtstr.  38
Albrechtstr.  38
Albrechtstr. 10
Albrechtstr. 107
Albrechtstr. 125
Albrechtstr. 130
Albrechtstr. 14
Albrechtstr. 1a
Albrechtstr. 2
Albrechtstr. 25
Albrechtstr. 49
Albrechtstr. 53b
Albrechtstr. 6
Alexanderplatz 1
Alexanderstr.  26
Alexanderstr.  43
Alexanderstr.  52
Alexanderstr. 1
Alexanderstr. 1
Alexanderstr. 10
Alexanderstr. 12
Alexanderstr. 12
Alexanderstr. 12
Alexanderstr. 14c
Alexanderstr. 2
Alexanderstr. 27
Alexanderstr. 27
Alexanderstr. 27
Alexanderstr. 27a
Alexanderstr. 27a
Alexanderstr. 30
Alexanderstr. 33
Alexanderstr. 34
Alexanderstr. 35
Alexanderstr. 35
Alexanderstr. 35
Alexanderstr. 35
Alexanderstr. 36a
Alexanderstr. 37a
Alexanderstr. 38a
Alexanderstr. 39/40 (Passage)
Alexanderstr. 39/40
Alexanderstr. 39/40
Alexanderstr. 39/40
Alexanderstr. 42
Alexanderstr. 42
Alexanderstr. 44
Alexanderstr. 45
Alexanderstr. 46 II
Alexanderstr. 46/48
Alexanderstr. 47
Alexanderstr. 48
Alexanderstr. 50
Alexanderstr. 51
Alexanderstr. 51/52
Alexanderstr. 51/52
Alexanderstr. 52
Alexanderstr. 53
Alexanderstr. 53
Alexanderstr. 53
Alexanderstr. 53
Alexanderstr. 55
Alexanderstr. 55
Alexanderstr. 55
Alexanderstr. 71
Alexanderstr. 71
Alexanderstr. 8
Alexanderstr. 8
Alexanderstr. 8a
Alexanderstr. 8a
Alexanderstr. 8a
Alexanderstr. 8a
Alexandrinenstr. 
Alexandrinenstr. 1
Alexandrinenstr. 100
Alexandrinenstr. 101
Alexandrinenstr. 104
Alexandrinenstr. 105/106
Alexandrinenstr. 105/106
Alexandrinenstr. 105/106
Alexandrinenstr. 105/106
Alexandrinenstr. 105/106
Alexandrinenstr. 105/106
Alexandrinenstr. 105/106
Alexandrinenstr. 105/106
Alexandrinenstr. 105/106
Alexandrinenstr. 108
Alexandrinenstr. 11
Alexandrinenstr. 11
Alexandrinenstr. 11
Alexandrinenstr. 11
Alexandrinenstr. 11
Alexandrinenstr. 110
Alexandrinenstr. 110
Alexandrinenstr. 111
Alexandrinenstr. 112
Alexandrinenstr. 134
Alexandrinenstr. 134
Alexandrinenstr. 135/136
Alexandrinenstr. 135/136
Alexandrinenstr. 135/136
Alexandrinenstr. 135/136
Alexandrinenstr. 135/136
Alexandrinenstr. 137
Alexandrinenstr. 137
Alexandrinenstr. 22
Alexandrinenstr. 24
Alexandrinenstr. 27
Alexandrinenstr. 36
Alexandrinenstr. 37
Alexandrinenstr. 37a
Alexandrinenstr. 37a
Alexandrinenstr. 43
Alexandrinenstr. 45
Alexandrinenstr. 46 und 50
Alexandrinenstr. 48
Alexandrinenstr. 48
Alexandrinenstr. 48
Alexandrinenstr. 49
Alexandrinenstr. 49
Alexandrinenstr. 50
Alexandrinenstr. 63/64
Alexandrinenstr. 68/69
Alexandrinenstr. 76
Alexandrinenstr. 84
Alexandrinenstr. 87
Alexandrinenstr. 89
Alexandrinenstr. 92
Alexandrinenstr. 93/94
Alexandrinenstr. 93/94
Alexandrinenstr. 93/94
Alexandrinenstr. 95/6
Alexandrinenstr. 95/96
Alexandrinenstr. 95/96
Alexandrinenstr. 95/96
Alexandrinenstr. 95/96
Alexandrinenstr. 95/96
Alexandrinenstr. 97
Alexandrinenstr. 99
Allensteiner Str.  38
Allensteinerstr. 36
Allensteinerstr. 39
Alsenstr. 6
Alt Moabit  114
Alt Moabit  130
Alt Moabit  15
Alt Moabit  51
Alt Moabit 105
Alt Moabit 106
Alt Moabit 109
Alt Moabit 111
Alt Moabit 139
Alt Moabit 139b
Alt Moabit 52
Alt Moabit 62/63
Alt Moabit 62/63
Alt Moabit 63/63
Alt Moabit 75
Alt Moabit 80
Alt Moabit 83b
Alt Moabit 85a
Alt Moabit 86
Alt Moabit 86
Alt Moabit 95
Alt Moabit 95/96
Alt Moabit 95/96
Alt Moabit 95/96
Alt Stralau 36
Alt Stralau 4
Alt-Moabit 135
Alt-Moabit 82d
Alt-Moabit 84
Alt-Moabit 86
Alte Jacobstr. 11/12
Alte Jacobstr. 156/157
Alte Jacobstr. 40/41
Alte Jacobstr. 78
Alte Jakobstr.  101
Alte Jakobstr.  134
Alte Jakobstr.  5
Alte Jakobstr.  5
Alte Jakobstr.  51
Alte Jakobstr.  74
Alte Jakobstr.  96
Alte Jakobstr. 106
Alte Jakobstr. 106
Alte Jakobstr. 129
Alte Jakobstr. 133
Alte Jakobstr. 133
Alte Jakobstr. 133
Alte Jakobstr. 156/157
Alte Jakobstr. 173
Alte Jakobstr. 18
Alte Jakobstr. 20/22
Alte Jakobstr. 20/22
Alte Jakobstr. 20/22
Alte Jakobstr. 20/22
Alte Jakobstr. 20/22
Alte Jakobstr. 20/22
Alte Jakobstr. 20/22
Alte Jakobstr. 23/24
Alte Jakobstr. 23/24
Alte Jakobstr. 23/24
Alte Jakobstr. 24
Alte Jakobstr. 24
Alte Jakobstr. 46
Alte Jakobstr. 48
Alte Jakobstr. 54/55
Alte Jakobstr. 64a
Alte Jakobstr. 75
Alte Jakobstr. 75
Alte Jakobstr. 77
Alte Jakobstr. 77
Alte Jakobstr. 77c
Alte Jakobstr. 78
Alte Jakobstr. 78
Alte Jakobstr. 81/82
Alte Jakobstr. 83
Alte Jakobstr. 88
Alte Jakobstr. 9
Alte Jakobstr. 93
Alte Jakobstr. 93
Alte Leipziger Str. 12
Alte Leipziger Str. 13
Alte Leipziger Str. 16
Alte Leipziger Str. 17
Alte Leipziger Str. 6
Alte Leipziger Str. 6
Alte Leipziger Str. 7/9
Alte Leipziger Str. 7/9
Alte Leipziger Str. 7/9
Alte Leipziger Str. 71
Alte Schönhauser 3
Alte Schönhauser 46
Alte Schönhauser Str.  18
Alte Schönhauser Str.  25
Alte Schönhauser Str.  35
Alte Schönhauser Str.  57
Alte Schönhauser Str.  59
Alte Schönhauser Str.  60
Alte Schönhauser Str.  60
Alte Schönhauser Str.  9
Alte Schönhauser Str. 10
Alte Schönhauser Str. 14/15
Alte Schönhauser Str. 19
Alte Schönhauser Str. 20
Alte Schönhauser Str. 20
Alte Schönhauser Str. 23/24
Alte Schönhauser Str. 3
Alte Schönhauser Str. 41
Alte Schönhauser Str. 42
Alte Schönhauser Str. 48/49
Alte Schönhauser Str. 55
Alte Schützenstr. 2
Altenburger Allee 19
Alter Fürstenbrunner Weg 25/32
Altonaer Str.  3
Altonaer Str.  32
Altonaer Str.  7
Altonaer Str. 1
Altonaer Str. 11
Altonaer Str. 11
Altonaer Str. 11
Altonaer Str. 12
Altonaer Str. 12
Altonaer Str. 13
Altonaer Str. 13
Altonaer Str. 16
Altonaer Str. 17
Altonaer Str. 17
Altonaer Str. 22
Altonaer Str. 29
Altonaer Str. 32
Altonaer Str. 33
Altonaer Str. 35
Altonaer Str. 35
Altonaer Str. 5
Altonaer Str. 6
Altonaerstr. 12
Alvenslebenstr. 7
Am Bayerischen Platz 
Am Bayerischen Platz 9
Am Erlenbusch 4
Am Erlenbusch 4
Am Fehrbelliner Platz 
Am Friedrichshain 16/23
Am Friedrichshain 16/23
Am Friedrichshain 8
Am Gr. Wannsee 5
Am Johannistisch  9
Am Karlsbad 16
Am Karlsbad 21
Am Köllnischen Park 1
Am Köllnischen Park 6
Am Köllnischen Park 7
Am Köllnischen Park 7
Am Köllnischen Park 7
Am Königsgraben 4
Am Kupfergraben 4
Am Kupfergraben 4
Am Kupfergraben 4
Am Kupfergraben 4a
Am Kupfergraben 4a
Am Kupfergraben 5
Am Kupfergraben 5
Am Markt 1
Am Markt 3
Am Markt 4/5
Am Park 11
Am Park 11
Am Park 18
Am Park 20
Am Park 23
Am Rosenanger 21
Am Sandwerder 10
Am Schloßplatz 1
Am Stadtpark 4
Am Treptower Park 28/30
Am Treptower Park 43
Am Treptower Park 49
Am Weidendamm 1
Am Weidendamm 1a
Am Weidendamm 1a
Am Wieselbau 26
Am Zirkus 1
Am Zirkus 7
Amalienstr. 2/4
An der Apostelkirche 7
An der Heerstr. 77
An der Jerusalemer Kirche 2
An der Ringbahn 
An der Schleuse 12
An der Schleuse 12
An der Schleuse 13
An der Spandauer Brücke  6
An der Spandauer Brücke  6
An der Spandauer Brücke  9
An der Spandauer Brücke 1
An der Spandauer Brücke 1
An der Spandauer Brücke 1
An der Spandauer Brücke 11
An der Spandauer Brücke 12
An der Spandauer Brücke 13
An der Spandauer Brücke 13
"An der Spandauer Brücke 13, Berlin"
An der Spandauer Brücke 14
An der Spandauer Brücke 15
An der Spandauer Brücke 15
An der Spandauer Brücke 15
An der Spandauer Brücke 1a
An der Spandauer Brücke 1b
An der Spandauer Brücke 1b
An der Spandauer Brücke 2
An der Spandauer Brücke 2
An der Spandauer Brücke 2
An der Spandauer Brücke 2
An der Spandauer Brücke 2
An der Spandauer Brücke 4/5
An der Spandauer Brücke 6
An der Spandauer Brücke 6
An der Spandauer Brücke 6
An der Spandauer Brücke 6
An der Stechbahn 1
An der Stechbahn 3/4
An der Wuhlheide 196
Andreasstr. 26
Andreasstr. 31
Andreasstr. 32
Andreasstr. 32
Andreasstr. 32
Andreasstr. 40
Andreasstr. 40
Andreasstr. 43
Andreasstr. 48
Andreasstr. 48
Andreasstr. 48
Andreasstr. 5
Andreasstr. 52
Andreasstr. 57
Andreasstr. 59
Andreasstr. 6
Andreasstr. 68
Andreasstr. 69
Andreasstr. 69
Anemonenstr.  14
Anhalter Str. 13
Anhalter Str. 3
Anhalter Str. 7
Anhalter Str. 8
Anklamer Str.  47
